idannonce,etage,surface,surface_terrain,nb_pieces,mensualiteFinance,balcon,eau,bain,dpeC,mapCoordonneesLatitude,mapCoordonneesLongitude,nb_etages,places_parking,cave,annee_construction,nb_toilettes,ascenseur,nb_logements_copro,charges_copro,logement_neuf,duree_int,INSEE_COM,IRIS,CODE_IRIS,GRD_QUART,UU2010,REG,DEP,loyer_m2_median_n7,nb_log_n7,taux_rendement_n7,prix_median_commune,prix_median_type,prix_median_pieces,prix_median_nb_etage,annee_2019,annee_2020,annee_2021,annee_2022,annee_2023,expo_nord,expo_sud,expo_est,expo_ouest,expo_inconnue,chauf_radiateur,chauf_sol,chauf_convecteur,chauf_poele_bois,chauf_pac,chauf_clim_rev,chauf_cheminee,chauf_inconnu,energie_gaz,energie_elec,energie_fioul,energie_bois,energie_inconnue,chauffage_mode_individuel,chauffage_mode_collectif,chauffage_mode_central,chauffage_mode_inconnu,dpe_A,dpe_B,dpe_C,dpe_D,dpe_E,dpe_F,dpe_G,dpe_inconnu,ges_A,ges_B,ges_C,ges_D,ges_E,ges_F,ges_G,ges_inconnu,typedetransaction_pi,typedetransaction_v,typedetransaction_vp,annonce_exclusive_0,annonce_exclusive_Non,annonce_exclusive_Oui,categorie_annonceur_a,categorie_annonceur_b,categorie_annonceur_ca,categorie_annonceur_cm,categorie_annonceur_m,categorie_annonceur_network,typedebien_lite_a,typedebien_lite_m,TYP_IRIS_x_D,TYP_IRIS_x_H,TYP_IRIS_x_Z,TYP_IRIS_y_H,TYP_IRIS_y_Z
ag681104-274454351,1,40,200.498,2,0,0,0,1,437.0,47.5426,7.31799,2,1,1,1981,1,0,24,150.0,0,127,68284,0,682840000,6828400,68000,44,68,12.91,1,0.132,97000.0,172000.0,131500.0,190000.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
guy-hoquet-immo-facile-2736398,0,100,625.0,5,0,0,0,1,370.0,47.80031,7.1185,1,2,1,1958,3,0,18,412.0,0,-779,68348,0,683480000,6834800,68402,44,68,8.31,2,0.0388,280000.0,318000.0,315000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-dagon68500-2377,2,87,312.4,3,0,1,0,1,165.0,47.9094,7.21978,3,1,1,1989,1,1,3,2238.0,0,74,68112,104,681120104,6811201,68401,44,68,9.25,70,0.06,133989.0,172000.0,179900.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054927E25DTL,2,43,69.0,2,0,1,0,1,377.6,47.80282,7.09754,3,1,1,1947,1,1,20,1000.0,0,42,68334,102,683340102,6833401,68402,44,68,11.1,55,0.041,150400.0,172000.0,131500.0,174000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
rodacom-5243024,0,125,321.0,5,0,0,1,0,120.0,47.85371,7.35234,2,2,0,2016,2,0,9,80.0,0,22,68082,0,680820000,6808200,68207,44,68,9.58,1,0.037,277500.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
159953475,0,93,587.2,5,339,0,0,0,205.0,47.75278,7.38233,7,1,1,1972,1,1,27,3210.8120000000004,0,2,68278,104,682780104,6827801,68701,44,68,9.65,5,0.135,160000.0,172000.0,230000.0,160000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag680278-236509390,2,93,152.196,5,0,0,0,0,183.0,47.69284,7.49248,2,1,0,2019,1,0,70,1239.94,0,-787,68163,0,681630000,6816300,68205,44,68,10.0,3,0.047,200100.0,172000.0,230000.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag681158-346736970,0,50,26.6,2,0,0,0,1,329.0,47.79177,7.34317,2,1,1,2005,1,1,82,846.7239999999999,0,48,68166,106,681660106,6816601,68701,44,68,12.65,43,0.085,135000.0,172000.0,131500.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-3ROIIMMOBILIERE-970,1,70,723.0,3,0,0,1,0,250.0,47.71938,7.31619,4,1,1,1985,1,0,69,1458.792,0,183,68056,101,680560101,6805601,68701,44,68,11.0,54,0.054,178510.0,172000.0,179900.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-33492241,0,190,213.0,6,0,0,1,0,266.0,47.72024,7.31874,2,3,1,1930,1,0,5,796.8520000000001,0,-757,68056,101,680560101,6805601,68701,44,68,12.16,4,0.165,365000.0,318000.0,360968.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
hektor-1_lerosenberg-1550,0,176,1583.0,8,0,0,1,1,276.0,47.5241,7.46746,2,3,1,1949,2,0,2,496.4,0,217,68121,0,681210000,6812100,68000,44,68,9.91,1,0.0598,512500.0,318000.0,396000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
160182147,0,123,630.0,6,0,0,0,0,167.0,47.64791,7.44152,1,4,1,1974,3,0,18,988.8,0,1,68341,0,683410000,6834100,68115,44,68,15.42,1,0.053,411000.0,318000.0,360968.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
adapt-immo-680091554,0,92,197.932,4,0,0,0,0,138.0,47.59415,7.57946,4,1,0,2010,1,1,34,1454.8,0,85,68149,101,681490101,6814901,68403,44,68,12.26,30,0.056,219500.0,172000.0,194400.0,139000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
century-21-202_3185_1272,1,104,344.0,7,0,0,1,1,208.0,48.06947,7.31151,2,1,1,1946,2,0,2,1.0,0,-1111,68374,102,683740102,6837401,68501,44,68,7.959999999999999,4,0.032,179985.0,172000.0,388000.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
entities-1044598-2692353,0,90,496.0,4,0,0,0,0,233.2,48.02784,7.50148,1,3,1,1968,1,0,13,714.4,1,22,68379,0,683790000,6837900,68000,44,68,9.443999999999999,1,0.044,330172.5,318000.0,260000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag680824-319853646,2,79,465.058,3,0,0,0,1,190.0,47.60032,7.53965,5,1,1,2008,1,1,68,1793.6979999999999,0,227,68297,103,682970103,6829701,68403,44,68,12.32,405,0.061,220000.0,172000.0,179900.0,150400.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-2808411,0,64,482.0,5,0,0,0,1,386.0,47.79859,7.12121,1,2,1,1960,1,0,18,412.0,0,-928,68348,0,683480000,6834800,68402,44,68,8.31,2,0.0388,280000.0,318000.0,315000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mgc-381793947-C-OBE-460-84-AG1,0,84,467.4,5,0,0,0,1,241.0,47.96776,7.39569,2,3,1,1949,1,0,8,455.0,1,33,68242,0,682420000,6824200,68000,44,68,9.15,2,0.034,317000.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mgc-341355787-MS-220426-150449,0,110,607.4,4,0,0,0,0,210.8,48.09328,7.55643,2,3,0,2000,2,0,13,714.4,1,64,68019,0,680190000,6801900,68000,44,68,8.4,1,0.039400000000000004,284500.0,318000.0,260000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-expertiseimmo-15,2,66,175.4,3,0,0,1,0,143.696,48.09391,7.36767,2,2,1,2007,1,1,18,1034.4,0,126,68066,503,680660503,6806601,68501,44,68,10.63,512,0.032,181000.0,172000.0,179900.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-300406328-SJ-210503-162608,0,123,375.2,5,0,0,0,0,240.0,47.72842,7.41587,2,2,1,1980,2,0,12,135.2,1,149,68118,0,681180000,6811800,68701,44,68,10.07,3,0.036,367250.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-mhimmobilier-1315,1,74,600.4,3,0,0,0,1,134.0,47.84645,7.07422,2,1,0,2006,1,0,6,600.0,0,513,68372,0,683720000,6837200,68402,44,68,10.17,1,0.063,106800.0,172000.0,179900.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag671791-314549841,4,45,327.4,2,0,0,0,1,209.0,48.09076,7.3471,5,1,1,1948,1,1,119,1560.0,0,7,68066,604,680660604,6806601,68501,44,68,12.08,562,0.069,181000.0,172000.0,131500.0,150400.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-MAYAIMMO2020-2376,0,64,511.8,2,0,1,1,1,225.0,47.77535,7.30395,3,1,1,1992,1,0,47,1291.0,0,85,68256,101,682560101,6825601,68701,44,68,11.52,69,0.056,160000.0,172000.0,131500.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054927E1C9JX,3,105,2080.0,4,0,0,0,1,220.0,47.75487,7.33366,5,1,1,1973,1,1,16,2940.0,0,-757,68224,1302,682241302,6822401,68701,44,68,9.22,388,0.093,118444.0,172000.0,194400.0,150400.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-agence-efco-immo-1467,2,64,465.058,3,0,0,0,1,183.4,47.58837,7.55522,4,1,1,2022,1,1,52,1216.8,0,-928,68297,106,682970106,6829701,68403,44,68,12.32,405,0.04,220000.0,172000.0,179900.0,139000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-homeettoits-83,0,150,2130.0,6,0,0,1,1,312.0,48.17251,7.11399,1,2,1,1995,2,0,4,478.0,0,118,68044,0,680440000,6804400,68000,44,68,7.058,1,0.048,281672.0,318000.0,360968.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
iad-france-1019955,0,53,123.79400000000001,3,0,1,0,0,350.0,48.08915,7.31435,4,1,1,1970,1,0,33,1994.0,0,28,68155,0,681550000,6815500,68501,44,68,10.7,25,0.057,182000.0,172000.0,179900.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
hektor-girardi-pfastatt-2915,8,32,17.272,1,0,1,1,0,300.0,47.75994,7.34521,8,1,1,1970,1,1,16,2008.0,0,71,68224,401,682240401,6822401,68701,44,68,16.36,505,0.114,118444.0,172000.0,80775.0,163500.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
iad-france-910192,0,47,322.6,2,0,0,0,0,61.0,48.06622,7.32976,2,1,0,2012,1,1,221,640.0,0,77,68066,902,680660902,6806601,68501,44,68,12.08,562,0.052,181000.0,172000.0,131500.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-51276408,0,193,102.4,3,0,0,0,0,275.908,48.13869,7.29961,2,2,0,1876,2,0,208,432.2,0,8,68162,0,681620000,6816200,68203,44,68,11.592,2,0.06120000000000001,298000.0,318000.0,189000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag681158-305887392,0,176,634.6,7,0,0,1,2,148.05,47.55734,7.49934,1,2,1,1946,2,0,5,868.8,0,22,68061,0,680610000,6806100,68403,44,68,12.36,2,0.046,473000.0,318000.0,380000.0,310000.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag671791-282281747,2,130,224.2,6,0,0,0,1,121.0,48.07749,7.35399,2,1,1,1963,1,0,15,1781.2,0,-1090,68066,105,680660105,6806601,68501,44,68,9.29,10,0.075,181000.0,172000.0,256500.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag680278-249654757,0,134,710.0,6,0,0,0,1,344.0,47.69594,7.39973,3,4,0,1986,1,0,11,713.652,0,-871,68072,0,680720000,6807200,68119,44,68,10.0,3,0.041,383500.0,318000.0,360968.0,315750.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mgc-382473711-C-WUE-463-112-OS2,0,112,633.0,6,0,0,0,1,215.4,47.87364,7.20719,2,2,1,1906,2,0,7,676.8520000000001,1,45,68381,0,683810000,6838100,68401,44,68,7.856,2,0.0398,357860.0,318000.0,360968.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag681158-335527926,0,73,261.296,3,0,0,0,1,168.0,47.76447,7.30351,4,1,1,2001,1,0,35,1550.438,0,64,68256,103,682560103,6825601,68701,44,68,10.83,65,0.056,160000.0,172000.0,179900.0,139000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-39819513,0,122,1141.6,5,0,0,2,0,219.4,48.24753,7.1857,2,2,1,1800,3,0,4,564.2,0,161,68298,101,682980101,6829801,68204,44,68,7.540000000000001,1,0.0324,120366.0,318000.0,315000.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
hektor-amsignatureimmo-84,2,107,152.196,5,0,0,0,1,109.0,47.63956,7.46754,2,1,1,2006,1,0,10,1964.0,0,164,68021,0,680210000,6802100,68205,44,68,9.17,3,0.032,244350.0,172000.0,230000.0,190000.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
immo-facile-37598756,2,69,303.998,3,0,0,0,1,273.0,47.75238,7.38254,6,1,1,1970,1,1,24,2400.0,0,-928,68278,104,682780104,6827801,68701,44,68,11.08,70,0.065,160000.0,172000.0,179900.0,160650.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681158-352665520,0,70,51.8,2,0,0,1,0,161.0,47.75912,7.37647,3,2,1,1997,1,0,67,1184.2,0,99,68271,105,682710105,6827101,68701,44,68,12.14,70,0.1,169000.0,172000.0,131500.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
entities-1044599-2798785,0,100,362.0,4,0,0,0,0,255.6,47.87374,7.20629,2,2,1,1935,2,0,17,191.2,1,8,68381,0,683810000,6838100,68401,44,68,13.06,1,0.043,357860.0,318000.0,260000.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
guy-hoquet-immo-facile-3472741,0,69,641.0,3,0,0,0,1,310.0,47.80047,7.31585,1,2,0,1925,1,0,57,422.32,0,-971,68376,102,683760102,6837601,68701,44,68,13.75,3,0.106,275000.0,318000.0,189000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag671913-375133666,0,102,490.0,5,0,1,1,0,205.0,47.82595,7.35822,1,2,1,1982,2,0,7,32.0,0,22,68289,0,682890000,6828900,68000,44,68,9.34,1,0.035,349000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
160967325,0,120,1000.0,6,0,0,0,0,194.2,47.78289,6.99509,2,4,0,1974,2,0,17,676.8520000000001,1,0,68201,0,682010000,6820100,68112,44,68,7.986,1,0.05620000000000001,169000.0,318000.0,360968.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mgc-380603504-SJ-230330-110057,0,97,613.6,5,0,0,0,0,112.8,47.69188,7.19101,1,3,0,1997,2,0,6,683.6,1,15,68006,0,680060000,6800600,68000,44,68,8.35,1,0.037000000000000005,342950.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
