idannonce,prix_bien
ag681158-359459548,499000
guy-hoquet-immo-facile-2608454,99900
hektor-PAQUIN2020-75,273000
laforet-immo-facile-19882854,148730
mgc-318506780-C-DIE-451-SB,371000
ag681444-342174915,254400
hektor-1_lerosenberg-1916,1050000
mgc-243052962-SJ-200311-100825,299000
ag340369-246797092,273400
ag670609-328449219,163000
ag681423-343370340,768600
rodacom-5142702,111000
century-21-202_3377_312,149500
ag671791-314158947,174000
ag681404-376689226,160000
mgc-362203663-ASPACHLEHAUT720LB2P130,449500
hektor-immo-wittenheim-3311,240660
immo-facile-1978062,446808
157498323,110000
pericles-36799448,229500
146183133,303829
ag680010-337055964,99000
ag440414-303103965,200000
apimo-8092896,350000
orpi-1-054041E28WR9,56000
immo-facile-48985804,260000
iad-france-831014,485000
hektor-robischung-2557,183000
ag681332-351974881,248000
immo-facile-48609373,359000
ag110472-334042497,708000
guy-hoquet-immo-facile-4709817,56000
ag680297-364682812,99000
ag680824-260227915,147000
hektor-CGAIMMOBILIER-980,174990
ag680010-358710361,70000
ag440414-199717453,332325
immo-facile-adresse-10894478,319000
158437867,253000
immo-facile-adresse-12995609,395000
guy-hoquet-immo-facile-2295052,131000
ag681101-284884592,191000
orpi-1-054927E1PMJP,243800
mgc-316700961-RK_MSB_GUEWENHEIM_TM600,322100
ag671791-312853539,105000
ag681158-368277838,399000
hektor-agence-efco-immo-1948,450000
ag671791-371969875,277000
ag681158-336236526,443778
rodacom-4690574,137800
ag681391-326264211,340000
hektor-immolandismunst-1179,280900
ag681158-327457755,154000
hektor-MAYAIMMO2020-2344,439000
ag681110-376798942,620000
immo-facile-47990923,285000
apimo-8158408,265095
mgc-ancien-070989,73800
iad-france-1107341,195000
160967269,330100
ag681156-354218812,283000
ag671474-272180051,92000
gedeon-23657417,150000
guy-hoquet-immo-facile-5807210,179000
ag681158-311399331,861120
safti-1-846335,559000
immo-facile-45796196,182000
immo-facile-48661992,364000
mgc-339209951-C-BUR-660-OS,498600
adapt-immo-680081350,222250
guy-hoquet-immo-facile-5989621,77500
safti-1-798982,199000
hektor-CGAIMMOBILIER-842,156600
ag681158-352198576,559000
immo-facile-48819192,225320
immo-facile-47961608,135200
immo-facile-48635469,210000
161402501,240000
immo-facile-45469696,218400
orpi-1-054927E1R4JQ,283500
guy-hoquet-immo-facile-5675266,66000
ag681108-351770269,699000
ag340369-359226178,126000
rodacom-4943428,67000
ag743447-331552563,188000
immo-facile-48646469,290000
adapt-immo-740281121,250000
mgc-381799962-C-TUR-533-125-AG1,456700
ag681391-345823149,469000
immo-facile-3352367,324469
guy-hoquet-immo-facile-3680438,119900
ag681425-330520794,70000
laforet-immo-facile-20927430,295000
immo-facile-45828894,290000
rodacom-4470273,165000
iad-france-882597,365000
ag681109-381414622,180000
immo-facile-51042551,189000
148821523,152000
apimo-82229302,549497
guy-hoquet-immo-facile-2631159,135000
160782777,240800
hektor-5_lerosenberg-1409,195000
immo-facile-18755357,130000
immo-facile-51909108,323300
apimo-82487922,790000
ag671913-359626678,159000
ag680575-284833625,175000
ag743447-328632057,96000
apimo-4047138,225000
mgc-276813158-RK_MSB-M_JU20_CERNAY_TM335,284500
ag743447-329078370,215000
gedeon-22503864,391000
mgc-334611386,208000
ag680297-259789174,367500
iad-france-1292119,235000
safti-1-598708,99000
ag680632-184410694,225000
ag681444-344791002,247000
immo-facile-49897258,1200000
snpi-5234592,349000
161402503,365000
citya-immobilier-36-TAPP491511,78000
160770029,424000
orpi-1-054039E244HN,313500
safti-1-747764,174000
ag440414-295602917,365000
ag670426-343593768,299000
orpi-1-054928E1GEFG,186375
ag670627-226902226,235400
153896285,159750
guy-hoquet-immo-facile-6300636,320000
151847187,200700
ag681425-363478414,490000
century-21-202_3377_1232,280000
ag681158-302727252,99000
guy-hoquet-immo-facile-6052645,171500
hektor-MAYAIMMO2020-2206,187000
guy-hoquet-immo-facile-2731342,130000
mgc-118756865_DAGVIE114-DAGM006-DAGVIE114-DAGM006,319000
ag681145-383218625,109500
hektor-MAYAIMMO2020-2179,577500
safti-1-709619,465000
ag060811-328481883,322400
ag671474-378563953,357000
157416685,118688
entities-1044598-2713087,345225
ag681391-358347658,375000
guy-hoquet-immo-facile-5557844,88000
guy-hoquet-immo-facile-5440123,209000
ag681075-350781595,378000
orpi-1-054037E1N7UK,382268
ag060811-329847240,780000
guy-hoquet-immo-facile-3761109,66000
159581565,186600
ag681158-365543650,232000
immo-facile-34067709,82760
ag681332-338229939,390350
ag670426-343593678,131300
guy-hoquet-immo-facile-6091748,225000
immo-facile-51228561,148000
entities-1044601-2646164,702000
ag680575-176911513,230000
immo-facile-50399393,119000
immo-facile-38755266,182000
151944739,208300
immo-facile-33176971,93800
immo-facile-49681783,399300
157648941,70000
hektor-ELSASS2020-5554,397100
ag681391-323977455,477000
orpi-1-054048E2FC2O,318000
hektor-robischung-2464,232000
ag670426-333335118,260000
ag671791-313592349,240000
hektor-agence-efco-immo-1865,679000
ag681404-336730431,58300
immo-facile-46882607,218400
ag681158-298168992,209000
hektor-MAYAIMMO2020-1882,211000
159131749,279250
guy-hoquet-immo-facile-2761296,269000
hektor-sweethomeconseil-1187,285000
iad-france-833996,220000
ag671791-306021162,122000
mgc-357284698-OLTINGUE800LP110PP,329000
mgc-377391458-SJ-230228-140758,346600
157320091,166000
ag340369-348075519,486500
ag681234-317177169,326000
safti-1-712049,96000
ag671791-322429614,110000
rodacom-4401714,510000
orpi-1-054041E1W2WQ,64000
entities-1044601-2802090,721080
orpi-1-054932E20OUZ,276000
141948565,183000
safti-1-534293,110000
rodacom-5130487,520000
ag681158-312772545,243000
ag900057-323792658,472500
laforet-immo-facile-21314591,278200
hektor-robischung-2735,123400
iad-france-865913,220000
159094817,320000
ag671633-347617779,263999
immo-facile-51709214,110000
ag340369-303985587,137500
ag681106-368934181,169000
mgc-100370908-EK-20171402-MuespachV2-Keog,344658
152506951,182000
ag333464-351849427,229000
hektor-PAQUIN2020-60,380000
hektor-agence-efco-immo-1582,149000
ag681113-255578881,45000
guy-hoquet-immo-facile-2361245,79000
ag680297-276860438,159600
mgc-340509513-ALTKIRCH870VVPP130,410000
150943765,233178
ag671791-312177465,160000
149198965,274500
immo-facile-1067960,163000
hektor-ELSASS2020-3167,75000
laforet-immo-facile-17923241,197950
hektor-girardi-pfastatt-2835,335000
hektor-mhimmobilier-1237,283000
snpi-5316307,189000
immo-facile-34082341,69800
citya-immobilier-1273-TAPP501970,249000
157949927,130000
hektor-generalimmo-3332,190000
149523753,42000
orpi-1-054928E24TA1,97200
orpi-1-054039E1VTIK,179500
ag681237-346008306,181000
hektor-5_lerosenberg-1612,312000
orpi-1-054928E1GDSB,361400
apimo-4980486,160000
ag670640-186106429,209000
ag681332-317201208,434700
mgc-367975747-CLM-OBERENTZEN-20221125,269980
mgc-168718264,177200
immo-facile-44292109,198000
hektor-girardi-blotzheim-2517,265000
ag671791-328570722,169000
citya-immobilier-1273-TAPP430271,173000
adapt-immo-680091633,80000
apimo-4388197,210492
iad-france-735393,260000
hektor-MAYAIMMO2020-2268,129600
century-21-202_3185_1432,255900
ag681158-337007358,79000
160967889,298700
entities-1043690-3683117,299640
guy-hoquet-immo-facile-4913766,225000
150550509,172000
ag680297-314292486,220500
hektor-ag-orim-1158,465000
immo-facile-45498332,449000
safti-1-765891,449000
apimo-82320652,290000
ag681404-326894676,159900
ag671791-363451744,89100
immo-facile-47868331,360000
hektor-girardi-pfastatt-3112,540000
hektor-girardi-pfastatt-2984,52000
hektor-girardi-pfastatt-2657,292000
hektor-immolandismunst-1016,87200
iad-france-1309092,305000
immo-facile-adresse-12959729,115560
immo-facile-1842507,143617
hektor-moebel-immo-28,566000
immo-facile-46652433,92500
ag681156-268922675,278000
hektor-CGAIMMOBILIER-1743,342182
ag681104-274454369,155000
immo-facile-34376749,425000
hektor-MAYAIMMO2020-1981,514500
hektor-expertiseimmo-2056,226600
immo-facile-43697345,275000
nexity-GB00165683,76700
immo-facile-51457212,171600
ag681106-339082419,232000
ag681391-365796103,155000
safti-1-844071,230000
immo-facile-51205266,249900
immo-facile-48980406,198000
ag681404-326620872,96000
ag681110-361434592,138000
immo-facile-49995498,349000
immo-facile-45828990,397200
immo-facile-42030373,77000
ag671791-335505810,250000
gedeon-25925929,142000
hektor-PAQUIN2020-155,549500
ag681158-341215254,315000
mgc-334142211-cf-_mas-elo3-lot-,307650
gedeon-25511666,168000
iad-france-1096186,208000
ag680297-270711173,130500
gedeon-22928155,72000
immo-facile-3304680,186170
guy-hoquet-immo-facile-5652154,359000
guy-hoquet-immo-facile-5607819,243000
immo-facile-33494643,692000
mgc-354884810-pp-220817-103826,410612
hektor-girardi-pfastatt-2893,85000
ag681391-326933199,235000
hektor-robischung-2799,440000
safti-1-626694,180000
ag681237-297756948,379800
orpi-1-054933E2K9XM,84000
guy-hoquet-immo-facile-5525614,170000
ag681158-362600038,166000
immo-facile-38035115,399000
orpi-1-054048E23HGG,124200
hektor-MAYAIMMO2020-780,254000
ag440414-279109658,148000
hektor-amsignatureimmo-89,80000
guy-hoquet-immo-facile-5518264,72000
ag680575-267993038,167000
entities-1043690-3577355,518335
ag671791-285088190,80000
nexity-GB00162099,145000
161143617,110000
immo-facile-adresse-12876447,275000
rodacom-4581945,259000
ag681158-330952170,223000
iad-france-916266,115000
ag671791-302544336,159750
hektor-generalimmo-2920,240000
hektor-girardi-pfastatt-3106,495000
laforet-immo-facile-21168245,349800
guy-hoquet-immo-facile-2610003,395000
ag681391-378826513,910000
hektor-moebel-immo-258,399000
apimo-6284522,435000
rodacom-5155666,427000
immo-facile-35372313,114800
hektor-robischung-2758,212000
safti-1-602477,128000
immo-facile-48744482,291200
immo-facile-39905419,283500
immo-facile-51134261,57000
rodacom-4612425,259000
ag680254-363041425,243800
immo-facile-38432961,134160
151410809,170000
ag671474-371609299,250000
orpi-1-054038E1HV6Q,210000
ag681332-343300011,469000
ag681404-346530243,443100
immo-facile-35081211,113800
ag681119-370241887,147000
iad-france-1167191,99999
hektor-girardi-pfastatt-3348,168000
safti-1-759792,289000
orpi-1-054039E2AZ11,118000
safti-1-607975,516000
apimo-3588125,950000
gedeon-23501387,278250
hektor-alaingimmo-349,291200
gedeon-24848548,143000
ag671646-325839891,270000
safti-1-588117,80500
ag680331-324991505,98000
guy-hoquet-immo-facile-2321514,61500
ag671791-308879631,159750
hektor-agence-efco-immo-1421,185500
guy-hoquet-immo-facile-3498233,180000
ag440414-334291251,470000
ag681234-357362368,198000
orpi-1-054041E1OBD4,158000
immo-facile-40119686,208000
safti-1-765411,364900
ag680286-262748513,240000
hektor-dagon68500-2421,365000
immo-facile-19125601,260000
ag680575-176911462,240000
entities-1044601-2812016,782000
ag681237-276785840,190800
mgc-334059974-C-ISS-527-B-AG,360000
hektor-lifeimmo-1816,158000
hektor-cpdelta-52,237816
guy-hoquet-immo-facile-5845258,300000
rodacom-5127061,220200
hektor-ELSASS2020-2361,241500
mgc-118756865_RFDIET339A-RF97TPGADI-RFDIET339A-RF97TPGADI,335000
hektor-generalimmo-2726,380000
ag681210-374961631,399000
guy-hoquet-immo-facile-2723189,174000
ag671791-311967534,116000
orpi-1-054927E1NJJL,104000
guy-hoquet-immo-facile-6057469,188200
ag681391-342555483,884000
immo-facile-52060158,299000
ag670547-378709084,119000
guy-hoquet-immo-facile-6314426,82500
hektor-3ROIIMMOBILIERE-1002,259000
ag681158-303977127,220000
hektor-MAYAIMMO2020-1813,125000
apimo-5108615,171200
160646787,253270
entities-1044601-2682543,791700
hektor-PAQUIN2020-139,549000
hektor-cdrieux-743,222600
laforet-immo-facile-19913012,318000
apimo-8158151,546006
ag681210-380129884,349000
hektor-generalimmo-2932,260000
orpi-1-054041E1QWYX,150000
entities-1044601-2695417,617900
ag681156-318932865,575000
ag680010-278688971,241500
iad-france-734000,298000
160617289,347840
guy-hoquet-immo-facile-4817510,200000
gedeon-26710575,505000
orpi-1-054927E1PHDU,148891
hektor-cpdelta-109,351750
apimo-8158272,160038
rodacom-5206073,267200
mgc-323959442-CWE-211122-151423,234000
ag680010-305432583,283500
ag681109-351648874,167000
immo-facile-35718172,162200
hektor-girardi-pfastatt-3100,230000
156275151,196900
mgc-373779690,229000
iad-france-675140,235000
ag681158-305887305,305000
hektor-robischung-2750,545000
immo-facile-50635589,319000
ag680010-249929323,128400
mgc-363766026-C-ORB-620-AG-2,312900
orpi-1-054927E2BRBJ,119000
ag681156-268922582,150626
entities-1044601-2629602,815620
hektor-expertiseimmo-92,125000
ag680010-278576459,320250
immo-facile-50614459,415000
iad-france-1020671,375000
ag671791-318000510,106900
iad-france-1058891,610000
ag671474-254598891,153000
rodacom-4591095,160000
hektor-girardi-pfastatt-2495,262000
ag671474-346159092,127000
mgc-357130883-CWE-220905-150342,306000
ag681391-343022790,388500
iad-france-925061,265000
ag671791-283067642,447000
iad-france-1317002,210000
iad-france-1196484,82000
apimo-6156211,289000
mgc-355364944-2GALFINGUE500LB2P130,410699
immo-facile-48206565,475000
immo-facile-40843969,159900
ag440414-334788855,495000
nexity-GB00086641,72000
hektor-robischung-2480,252000
entities-1044601-2814159,578000
hektor-immo-wittenheim-3205,249600
rodacom-4879329,199000
ag681156-341511951,169900
hektor-cdrieux-713,190000
safti-1-855245,490000
iad-france-1269181,695000
148361695,329000
orpi-1-054039E1LW31,187000
orpi-1-054041E2MB0R,239000
immo-facile-49956785,99000
ag681158-347456910,206000
ag681158-281179088,99000
ag681237-316425870,278000
safti-1-667383,395000
ag681404-373437127,60000
hektor-MAYAIMMO2020-2232,410000
entities-1044601-2749569,700900
citya-immobilier-1273-TAPP495837,79000
guy-hoquet-immo-facile-6061766,286500
orpi-1-054927E1PG1Z,148748
ag681106-367288465,170000
immo-facile-49300090,530000
rodacom-4840695,188663
ag681237-373613584,263750
ag681154-252828232,569000
nexity-GB00118748,97000
safti-1-610359,210000
ag743447-378813385,338000
hektor-moebel-immo-157,241810
hektor-valencay-immo-2636,196100
145892843,295000
ag680734-372750576,135000
guy-hoquet-immo-facile-5029640,89000
ag681145-333049488,329392
ag671171-360507835,79000
ag681158-365037088,315000
immo-facile-39613980,140000
orpi-1-054038E1LFMI,203000
immo-facile-adresse-11396949,99900
ag670426-343593660,192000
ag670426-343593759,377500
149938581,253200
citya-immobilier-1273-TAPP422566,62300
guy-hoquet-immo-facile-3913292,210000
apimo-7463198,156600
ag681106-382866383,579000
ag671791-307371093,105000
ag681237-381788581,316500
rodacom-5258172,478500
ag681119-317197973,255000
immo-facile-48613636,114800
hektor-MAYAIMMO2020-1950,269000
iad-france-913156,124000
hektor-immoplusalsace-3314,495000
ag680278-243142219,175000
mgc-278008499-VM-ENSISHEIM-20202411,335048
immo-facile-48007784,319000
hektor-ifeaimmo-796,265096
citya-immobilier-36-TAPP456486,98900
immo-facile-44938421,173680
ag681332-318567672,439000
ag681110-349024929,266000
hektor-robischung-2142,371000
guy-hoquet-immo-facile-5676069,212400
hektor-immolandismunst-1149,160500
hektor-MAYAIMMO2020-2174,319000
immo-facile-43335550,224900
ag680824-253906566,228800
hektor-generalimmo-3152,99000
rodacom-4465366,230000
ag670426-343593696,370000
ag680047-225369826,112000
ag681391-328087614,480000
iad-france-1272839,245000
hektor-MAYAIMMO2020-2392,485000
hektor-sweethomeconseil-1272,125000
hektor-sweethomeconseil-1346,267000
iad-france-962886,139000
ag681237-315164430,181050
ag671913-353513110,579000
ag671791-292692413,149000
ag681108-352826827,219000
ag681404-379077502,197025
rodacom-4568018,319000
gedeon-24119015,323000
century-21-202_3185_1179,193000
ag680010-379470730,420000
hektor-MAYAIMMO2020-2294,291000
immo-facile-36947295,228800
immo-facile-adresse-12835646,165850
immo-facile-43776918,306800
ag754248-381946531,269000
ag681106-347283048,291000
hektor-immo-wittenheim-3137,244400
gedeon-22079945,322400
ag671791-321176598,263000
ag681158-258006940,873000
ag681391-334383555,357500
immo-facile-52447192,481750
ag333464-306604446,464000
orpi-1-054048E29SSY,472500
hektor-immolandismunst-1081,81750
immo-facile-49588199,146350
immo-facile-47623864,205600
orpi-1-054041E1B58Y,199000
ag681158-320095911,439000
mgc-293232498-SJ-210311-164415,333000
immo-facile-51624923,99990
ag671474-383095982,294000
150943959,208540
hektor-alaingimmo-398,132000
hektor-CGAIMMOBILIER-744,297000
immo-facile-51680894,743600
immo-facile-42011236,236500
entities-1044598-2652764,340080
ag681113-292914614,575000
ag681237-368640970,415000
ag340369-298994328,346500
ag681122-297579933,724500
rodacom-4436981,210000
ag680047-203537460,152000
161344809,513333
ag671791-323950149,95000
ag671791-291329579,695000
mgc-334610972,285000
ag671474-377140306,60000
immo-facile-43361945,115000
iad-france-1013138,319000
immo-facile-adresse-13240711,120000
rodacom-5237917,258000
142611321,225900
ag681423-358050178,80000
immo-facile-52126862,468000
orpi-1-054039E0SVNB,137000
century-21-202_3377_733,229900
mgc-343138165-CWE-220511-191714,389000
guy-hoquet-immo-facile-2758970,319000
hektor-MAYAIMMO2020-2014,337000
hektor-cpdelta-72,252000
ag681444-374851999,290000
orpi-1-054036E205JP,149000
hektor-robischung-2785,231000
apimo-82322912,314000
iad-france-1158898,130000
152028491,104000
ag681391-330720153,480000
ag680967-281483576,189000
mgc-342199344-RK_MSB_FLAXLAND_TM650,445100
135458867,134000
mgc-358318315-RK_MSB_DANNEMARIE_TM540,339700
hektor-MAYAIMMO2020-1827,460000
ag440414-267755186,394122
safti-1-464719,161000
guy-hoquet-immo-facile-5828037,99000
immo-facile-35705679,260000
guy-hoquet-immo-facile-2175544,289500
immo-facile-34355715,350000
147601709,143200
immo-facile-35481456,195000
hektor-CGAIMMOBILIER-1777,262500
ag671791-296051589,122000
160967781,345100
iad-france-945451,259000
ag681158-289751669,319000
153331881,170558
immo-facile-52421415,599000
ag671791-360960883,277000
entities-1044599-2772409,376000
immo-facile-47083854,291200
immo-facile-52257915,120500
ag671791-303514680,159000
immo-facile-adresse-12026640,99400
hektor-agfreyimmo-900,179000
hektor-CGAIMMOBILIER-1120,572000
adapt-immo-680091324,610000
ag681106-379069426,193000
hektor-agence-efco-immo-2013,107000
hektor-robischung-2862,128400
ag751938-308322978,275000
ag671717-371144812,365000
rodacom-4675525,299900
ag340369-246806998,171423
ag680297-328330779,115000
mgc-118756865_EK-0610-LEY-850-EK-LEYM-BOL14-EK-0610-LEY-850-EK-LEYM-BOL14,666200
ag680632-263461241,74100
hektor-CGAIMMOBILIER-816,137000
orpi-1-054037E23W1E,377000
rodacom-3919400,198000
orpi-1-054037E2J5FY,297000
ag333464-304305567,464000
safti-1-805415,250000
ag440414-292091162,126990
rodacom-4329768,315000
hektor-girardi-pfastatt-2768,168000
hektor-girardi-pfastatt-2901,166000
citya-immobilier-1273-TAPP459963A,99000
ag060811-319684587,300000
145616849,187400
hektor-agence-efco-immo-1906,716000
immo-facile-39231061,248000
iad-france-1146284,125000
hektor-sweethomeconseil-1265,219000
immo-facile-50674811,202800
ag671633-314867601,245261
ag681158-291872678,164000
mgc-313228337-C-ENS-332-AG,260000
ag681120-334389633,629000
iad-france-1122573,158000
ag681332-336216213,390000
hektor-amsignatureimmo-64,213022
ag670426-339870279,249700
hektor-ELSASS2020-5648,273000
immo-facile-46818313,169000
immo-facile-52477386,419000
ag681156-268922753,449000
immo-facile-49962974,372000
immo-facile-adresse-11064829,355000
ag681113-285922967,460000
immo-facile-34081768,265000
orpi-1-054036E2C5HM,103960
orpi-1-054039E1O1PH,157100
ag681158-330952176,274000
158669937,357000
ag681156-268922657,572000
ag681158-341343726,357000
immo-facile-47690021,495000
ag681332-320954736,180000
ag681237-276785876,213000
immo-facile-3465553,220500
immo-facile-40711901,217000
immo-facile-46245945,249600
mgc-366338504-MS-221116-093339,314000
citya-immobilier-1273-TMAI124384,215000
gedeon-24848551,198000
145812983,66000
ag681332-316356306,198000
ag671474-379878157,310000
hektor-PAQUIN2020-7,399000
mgc-332555466-EK-090222-Atten-6A-Keog-D,455653
hektor-girardi-pfastatt-2756,171000
nexity-GB00130968,200000
hektor-girardi-pfastatt-3008,365000
ag681158-374905627,165000
hektor-cpdelta-91,417334
ag680010-278688758,161700
mgc-344782749,292000
entities-1044598-2771724,379900
hektor-moebel-immo-117,673000
hektor-robischung-2544,307250
gedeon-26586567,389000
entities-1043690-3671189,335376
ag681237-377639713,421989
immo-facile-43066331,176800
guy-hoquet-immo-facile-6279973,215000
immo-facile-47873235,468000
ag680575-331575033,186600
157403557,291100
immo-facile-35601051,124800
hektor-deuxmm-72,63000
hektor-ifeaimmo-2065,225000
hektor-agence-efco-immo-1585,299250
hektor-MAYAIMMO2020-1527,169500
visiteonline-p_5230611,321960
entities-1044601-2779719,738150
ag681391-343130295,260000
citya-immobilier-36-TAPP484768,110000
ag671791-285425354,112000
guy-hoquet-immo-facile-2814541,207500
immo-facile-2297290,148936
ag670640-202103874,330000
161684079,90000
hektor-mhimmobilier-1372,210000
159581605,214500
immo-facile-49794525,225000
mgc-160231512,223860
ag671791-288887555,238000
ag681391-348868449,217300
hektor-robischung-2290,47000
ag680010-358710355,80000
ag671791-296975838,122000
adapt-immo-680091624,192500
guy-hoquet-immo-facile-5707698,73000
hektor-1_lerosenberg-1320,312000
hektor-CGAIMMOBILIER-815,211500
guy-hoquet-immo-facile-5830937,315000
ag671791-301204800,105000
ag681158-379907065,362000
hektor-girardi-blotzheim-2597,287500
immo-facile-48997568,199900
citya-immobilier-36-TAPP485187,122000
guy-hoquet-immo-facile-5697029,181000
ag370631-364886218,225000
ag681391-361581481,315000
hektor-sweethomeconseil-1151,278000
iad-france-1175387,86000
ag681391-347001474,135700
146172971,154000
hektor-girardi-pfastatt-3159,203000
immo-facile-50202738,134000
iad-france-1249163,830000
mgc-204755081-pp-190625-102236,284564
hektor-MAYAIMMO2020-2405,280000
apimo-5245720,285000
157464829,150000
mgc-118756865_DAGHEIM150-DAGM005-DAGHEIM150-DAGM005,409000
hektor-LECEDREIMMO-136,445000
ag671791-291021323,140000
ag671791-297131658,106900
guy-hoquet-immo-facile-5614641,146200
mgc-239066100-pp-_200214-132202,259163
hektor-girardi-pfastatt-2969,139000
161436213,235500
hektor-MAYAIMMO2020-1839,229000
ag681158-336057513,237000
orpi-1-054927E1JXC9,94800
nexity-GB00158951,160500
ag671791-281161202,135000
immo-facile-45370930,260000
hektor-MAYAIMMO2020-2381,514000
ag681120-374464420,335000
guy-hoquet-immo-facile-5639311,218000
ag671791-310859793,110000
rodacom-4598948,227000
hektor-cdrieux-740,180000
guy-hoquet-immo-facile-5018468,526000
citya-immobilier-1273-TMAI125766,239000
hektor-girardi-pfastatt-3072,208000
ag681404-378154627,250000
pericles-36850488,199000
ag060811-366472489,425000
hektor-lifeimmo-1980,168000
immo-facile-49706187,148400
guy-hoquet-immo-facile-2645614,199500
hektor-PAQUIN2020-120,447200
gedeon-24848554,135000
orpi-1-054036E2B8OS,154000
hektor-immolandismunst-1102,265000
immo-facile-45538332,152000
mgc-341867997-RK_MSB_KINGERSHEIM_TM596,443800
141957375,224000
rodacom-4955943,270000
immo-facile-51610361,305000
guy-hoquet-immo-facile-4878018,125600
rodacom-5125280,200000
ag681158-368771875,367000
visiteonline-p_5389251,315000
immo-facile-49817728,321000
ag670547-220148220,80000
ag681237-335813238,140400
pericles-36394375,347000
hektor-sweethomeconseil-1199,93000
iad-france-1166232,190000
entities-1042950-3798800,288500
ag681237-362090068,630890
guy-hoquet-immo-facile-2628415,158000
guy-hoquet-immo-facile-2346397,76000
ag670426-342635916,171000
hektor-valencay-immo-2618,210000
iad-france-1240325,599000
160967515,423800
ag681088-374969188,899000
ag680010-376176442,231000
mgc-334062695-C-ISS-530-B-AG,440000
160967427,268500
hektor-ag-orim-1166,270000
immo-facile-49897362,360000
ag681391-361421860,255000
ag681237-303116451,369250
orpi-1-054927E1Q0D3,420000
guy-hoquet-immo-facile-2558761,192300
ag681237-277472207,390350
ag671791-285088460,67200
hektor-immolandismunst-1130,472500
ag681104-373789828,153000
immo-facile-38953367,171000
ag681122-279773756,138000
ag680010-184160902,220500
mgc-378133013-pp-230307-091500,293674
orpi-1-054041E1Q00M,286200
hektor-PAQUIN2020-147,280000
hektor-immo-wittenheim-3320,142000
ag681332-358824169,294000
rodacom-4955941,199000
ag681404-364858888,60500
apimo-6525746,146000
rodacom-3228607,169000
immo-facile-43360366,134000
hektor-sweethomeconseil-1121,362000
immo-facile-39682661,280800
immo-facile-52270447,429000
ag681423-350012227,449400
ag681237-366203911,844000
mgc-118756865_EK-0610-OTT-2-EK-0610-OTT2-101-EK-0610-OTT-2-EK-0610-OTT2-101,383425
hektor-cdrieux-853,225000
hektor-mhimmobilier-1388,315000
immo-facile-44593091,304900
153025823,213900
157320059,156000
rodacom-4324511,135000
hektor-MAYAIMMO2020-2447,221000
hektor-sweethomeconseil-1277,256800
hektor-immo-wittenheim-3185,141750
orpi-1-054039E205F0,221000
ubiflow-easybusiness-220562790,209000
immo-facile-35917627,159750
nexity-GB00114122,65500
ag671791-303690966,447000
mgc-363772648-VM-WILLER_SUR_THUR-20222410,279250
iad-france-805138,312000
hektor-MAYAIMMO2020-2556,284850
immo-facile-43656951,239200
immo-facile-31110634,218400
mgc-272073176-VM-BLODELSHEIM-2020913,379498
ag250493-317588058,75600
hektor-ghisimmobilier-1595,170000
mgc-349769794-RK_MSB_NIEDERENTZEN_TM280hte,305000
guy-hoquet-immo-facile-2723637,89900
immo-facile-25055110,183000
141957203,139000
hektor-agence-efco-immo-1752,345300
ag681391-344990907,318000
161402491,289600
ag333464-298130544,178020
hektor-PAQUIN2020-98,322350
rodacom-4694454,210686
guy-hoquet-immo-facile-5530344,88000
rodacom-4401724,444000
hektor-sweethomeconseil-1048,367500
guy-hoquet-immo-facile-5982989,295000
mgc-118756865_GGBUSCHFLEUR450-GGKELL-GGBUSCHFLEUR450-GGKELL,454000
hektor-mhimmobilier-1275,93600
hektor-generalimmo-3298,139000
ag333464-358043920,153000
ag681088-373925203,232000
immo-facile-47554618,400000
iad-france-823248,135000
ag681404-341480484,197100
hektor-agence-efco-immo-1842,478400
orpi-1-054041E1XJ0K,169000
guy-hoquet-immo-facile-6200668,229000
guy-hoquet-immo-facile-6123211,280000
guy-hoquet-immo-facile-6028965,94000
160404537,160800
ag680254-356403442,298000
guy-hoquet-immo-facile-5743996,255000
hektor-agence-efco-immo-1741,209000
gedeon-24739117,194000
immo-facile-50447999,273000
hektor-LECEDREIMMO-175,273000
ag340369-335782140,251500
149212803,241000
hektor-mhimmobilier-1429,294000
hektor-MAYAIMMO2020-802,119000
guy-hoquet-immo-facile-6071959,156000
nexity-GB00141095,98000
guy-hoquet-immo-facile-5022997,66000
iad-france-1217019,679000
ag681158-336057507,97000
ag680010-309483033,278250
ag681110-229898125,420000
ag681110-343373520,185500
ag342805-296769642,67000
orpi-1-054048E2338J,436500
145263209,261000
ag680286-290130365,235000
immo-facile-50653520,343000
immo-facile-39313577,164000
ag671913-376619374,347700
hektor-sweethomeconseil-1343,400000
orpi-1-054043E1IVM8,175000
160182105,350000
ag440414-333460035,301000
ag681156-268922618,499900
hektor-girardi-pfastatt-3154,55000
ag681158-342599334,177000
apimo-8158379,229200
orpi-1-054041E1P3HZ,55000
ag671913-324580284,120000
hektor-CGAIMMOBILIER-686,368000
ag681391-373908433,690000
hektor-MAYAIMMO2020-1622,442000
ag671791-307371282,171000
immo-facile-52476640,346500
gedeon-23009740,118000
156526987,525000
iad-france-1026122,115000
apimo-82219779,189500
ag681108-280120409,349000
immo-facile-46729358,235000
140252237,235000
ag681158-274822106,169000
entities-1044602-2781118,770300
orpi-1-054037E26RD1,108316
century-21-202_3185_8,102200
ag681391-348958473,392200
orpi-1-054038E29RK4,349000
ag681391-369998242,657000
iad-france-1146696,152000
ag680632-253748263,192000
